2016-04-01 00:00:00.817|[AgentTask]|INFO |Log.TaskService| Task Start
2016-04-01 01:15:01.503|[68]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 01:15:01.503|[68]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 01:20:01.507|[77]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 01:20:01.507|[77]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 01:20:01.507|[77]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 01:20:01.507|[77]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 01:25:01.511|[77]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 01:25:01.511|[77]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 01:25:01.511|[77]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 01:25:01.511|[77]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 01:30:01.515|[85]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 01:30:01.515|[85]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 01:30:01.515|[85]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 01:30:01.515|[85]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 01:35:01.520|[89]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 01:35:01.520|[89]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 01:35:01.520|[89]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 01:35:01.520|[89]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 01:40:01.524|[93]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 01:40:01.524|[93]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 01:40:01.524|[93]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 01:40:01.524|[93]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 01:45:01.528|[97]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 01:45:01.528|[97]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 01:45:01.528|[97]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 01:45:01.528|[97]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 01:50:01.532|[108]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 01:50:01.532|[108]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 01:50:01.532|[108]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 01:50:01.532|[108]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 01:55:01.536|[113]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 01:55:01.536|[113]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 01:55:01.536|[113]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 01:55:01.536|[113]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 02:00:01.540|[124]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 02:00:01.540|[124]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 02:00:01.540|[124]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 02:00:01.540|[124]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 02:05:01.544|[133]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 02:05:01.544|[133]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 02:05:01.544|[133]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 02:05:01.544|[133]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 02:10:01.564|[130]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 02:10:01.564|[130]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 02:10:01.564|[130]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 02:10:01.564|[130]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 02:15:01.568|[129]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 02:15:01.568|[129]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 02:15:01.568|[129]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 02:15:01.568|[129]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 02:20:01.572|[119]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 02:20:01.572|[119]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 02:20:01.572|[119]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 02:20:01.572|[119]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 02:25:01.576|[107]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 02:25:01.576|[107]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 02:25:01.576|[107]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 02:25:01.576|[107]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 02:30:01.581|[100]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 02:30:01.581|[100]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 02:30:01.581|[100]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 02:30:01.581|[100]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 02:35:01.585|[93]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 02:35:01.585|[93]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 02:35:01.585|[93]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 02:35:01.585|[93]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 02:40:01.589|[83]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 02:40:01.589|[83]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 02:40:01.589|[83]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 02:40:01.589|[83]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 02:45:01.593|[77]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 02:45:01.593|[77]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 02:45:01.593|[77]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 02:45:01.593|[77]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 02:50:01.597|[68]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 02:50:01.597|[68]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 02:50:01.597|[68]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 02:50:01.597|[68]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 02:55:01.601|[61]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 02:55:01.601|[61]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 02:55:01.601|[61]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 02:55:01.601|[61]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 03:00:01.605|[58]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 03:00:01.605|[58]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 03:00:01.605|[58]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 03:00:01.605|[58]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 03:05:01.609|[8]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 03:05:01.609|[8]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 03:05:01.609|[8]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 03:05:01.609|[8]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 03:10:01.629|[18]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 03:10:01.629|[18]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 03:10:01.629|[18]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 03:10:01.629|[18]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 03:15:01.633|[26]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 03:15:01.633|[26]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 03:15:01.633|[26]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 03:15:01.633|[26]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 03:20:01.637|[34]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 03:20:01.637|[34]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 03:20:01.637|[34]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 03:20:01.637|[34]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 03:25:01.642|[39]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 03:25:01.642|[39]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 03:25:01.642|[39]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 03:25:01.642|[39]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 03:30:01.646|[44]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 03:30:01.646|[44]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 03:30:01.646|[44]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 03:30:01.646|[44]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 03:35:01.650|[48]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 03:35:01.650|[48]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 03:35:01.650|[48]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 03:35:01.650|[48]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 03:40:01.654|[53]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 03:40:01.654|[53]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 03:40:01.654|[53]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 03:40:01.654|[53]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 03:45:01.658|[144]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 03:45:01.658|[144]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 03:45:01.658|[144]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 03:45:01.658|[144]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 03:50:01.662|[148]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 03:50:01.662|[148]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 03:50:01.662|[148]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 03:50:01.662|[148]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 03:55:01.666|[159]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 03:55:01.666|[159]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 03:55:01.666|[159]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 03:55:01.666|[159]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 04:00:01.670|[166]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 04:00:01.670|[166]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 04:00:01.670|[166]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 04:00:01.670|[166]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 04:05:01.690|[172]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 04:05:01.690|[172]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 04:05:01.690|[172]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 04:05:01.690|[172]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 04:10:01.694|[179]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 04:10:01.694|[179]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 04:10:01.694|[179]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 04:10:01.694|[179]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 04:15:01.698|[189]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 04:15:01.698|[189]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 04:15:01.698|[189]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 04:15:01.698|[189]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 04:20:01.703|[190]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 04:20:01.703|[190]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 04:20:01.703|[190]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 04:20:01.703|[190]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 04:25:01.707|[194]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 04:25:01.707|[194]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 04:25:01.707|[194]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 04:25:01.707|[194]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 04:30:01.711|[205]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 04:30:01.711|[205]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 04:30:01.711|[205]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 04:30:01.711|[205]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 04:35:01.715|[211]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 04:35:01.715|[211]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 04:35:01.715|[211]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 04:35:01.715|[211]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 04:40:01.719|[218]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 04:40:01.719|[218]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 04:40:01.719|[218]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 04:40:01.719|[218]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 04:45:01.723|[227]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 04:45:01.723|[227]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 04:45:01.723|[227]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 04:45:01.723|[227]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 04:50:01.727|[225]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 04:50:01.727|[225]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 04:50:01.727|[225]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 04:50:01.727|[225]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 04:55:01.731|[239]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 04:55:01.731|[239]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 04:55:01.731|[239]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 04:55:01.731|[239]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 05:00:01.751|[243]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 05:00:01.751|[243]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 05:00:01.751|[243]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 05:00:01.751|[243]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 05:05:01.755|[249]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 05:05:01.755|[249]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 05:05:01.755|[249]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
2016-04-01 05:05:01.755|[249]|DEBUG|Log.TaskService|读取到计划名发放红利，PlanType【1】,时间类型1，是否有效0
2016-04-01 05:10:01.759|[256]|INFO |Log.TaskService|ReadXMLFile Start
2016-04-01 05:10:01.759|[256]|DEBUG|Log.TaskService|读取到计划名更新抽水，PlanType【0】,时间类型0，是否有效1
2016-04-01 05:10:01.759|[256]|INFO |Log.TaskService|获得执行计划的日期为：2016-04-01 11:5 
